i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp
956,22675.5,0.8013250704078048,8410640000.0,-24884.754579199045,-316886.75457954407
956,22675.75,0.9808206615485977,8410640000.0,-24886.56788682559,-316888.56788635254
957,22676.0,0.624579512046489,8410640000.0,-24888.249785618686,-316890.2497854233
957,22676.25,0.35215010850755013,8410640000.0,-24890.06054514714,-316892.06054496765
957,22676.5,0.9665974596241826,8410640000.0,-24891.600923306585,-316893.6009235382
957,22676.75,1.8849142959882106,8410640000.0,-24892.88065202252,-316894.8806524277
958,22677.0,3.8613466806007493,8410640000.0,-24894.310504412573,-316896.31050395966
958,22677.25,5.1367546360295036,8410640000.0,-24895.47292981203,-316897.4729299545
958,22677.5,2.8996573409639437,8410640000.0,-24896.489084977773,-316898.48908519745
958,22677.75,1.9747554541316126,8410640000.0,-24898.220701569066,-316900.22070121765
959,22678.0,2.551356465191631,8410640000.0,-24899.143252087142,-316901.14325237274
959,22678.25,2.2505900971313544,8410640000.0,-24900.939236573566,-316902.93923664093
959,22678.5,3.033450202861818,8410640000.0,-24902.185297764536,-316904.185297966
959,22678.75,3.7223997430555267,8410640000.0,-24903.524904132475,-316905.5249042511
960,22679.0,2.543825041132792,8410640000.0,-24904.941461286406,-316906.9414615631
960,22679.25,1.3905520699132823,8410640000.0,-24906.243520396525,-316908.2435207367
960,22679.5,0.9121951605473144,8410640000.0,-24908.108410619207,-316910.10841083527
960,22679.75,1.0326148089265164,8410640000.0,-24909.395330409512,-316911.3953304291
961,22680.0,0.7745255080841997,8410640000.0,-24910.957273031894,-316912.9572734833
961,22680.25,0.7656759895507509,8410640000.0,-24913.037801703555,-316915.03780174255
961,22680.5,0.5981299010619988,8410640000.0,-24914.733626716443,-316916.73362636566
961,22680.75,0.6380785002648559,8410640000.0,-24916.510044259994,-316918.5100440979
962,22681.0,0.8618288463669599,8410640000.0,-24917.77178914616,-316919.7717895508
962,22681.25,2.0322196865085678,8410640000.0,-24919.38829526034,-316921.38829517365
962,22681.5,3.8993282592995118,8410640000.0,-24920.919402283274,-316922.9194021225
962,22681.75,2.708359621315374,8410640000.0,-24921.918148051052,-316923.9181480408
963,22682.0,1.3464245655459302,8410640000.0,-24922.67283277275,-316924.672832489
963,22682.25,1.655374393151576,8410640000.0,-24924.523080607618,-316926.5230808258
963,22682.5,1.1074645266145655,8410640000.0,-24925.726929355344,-316927.7269296646
963,22682.75,1.442966115727111,8410640000.0,-24927.869516240873,-316929.8695163727
964,22683.0,1.6578733391718532,8410640000.0,-24929.634219683427,-316931.6342201233
964,22683.25,1.6611271871852216,8410640000.0,-24930.609448128474,-316932.6094484329
964,22683.5,1.8899903027518352,8410640000.0,-24931.885436853965,-316933.8854370117
964,22683.75,1.7192348740059902,8410640000.0,-24933.311360977994,-316935.31136131287
965,22684.0,1.7801622652466003,8410640000.0,-24935.004952068684,-316937.0049524307
965,22684.25,1.4446792748470723,8410640000.0,-24936.055693892165,-316938.0556936264
965,22684.5,1.6875117483013529,8410640000.0,-24937.837675822582,-316939.8376760483
965,22684.75,1.8239803202967322,8410640000.0,-24939.427743924265,-316941.42774391174
966,22685.0,1.3684085630801457,8410640000.0,-24940.311736787935,-316942.31173706055
966,22685.25,2.0083804027781644,8410640000.0,-24942.310135159976,-316944.3101348877
966,22685.5,3.064464045418442,8410640000.0,-24943.378485454545,-316945.3784856796
966,22685.75,3.676827993119745,8410640000.0,-24944.547401574615,-316946.5474014282
967,22686.0,2.750305371665236,8410640000.0,-24945.594260399368,-316947.59426021576
967,22686.25,2.019506413328345,8410640000.0,-24947.020925113102,-316949.02092552185
967,22686.5,1.1762762120295709,8410640000.0,-24948.197766785717,-316950.1977672577
967,22686.75,0.6762100818026684,8410640000.0,-24949.985471932265,-316951.98547172546
968,22687.0,0.6316996229992583,8410640000.0,-24951.610720114244,-316953.6107196808
968,22687.25,0.684426866979126,8410640000.0,-24953.15731752242,-316955.15731716156
968,22687.5,0.821640697507244,8410640000.0,-24954.69552543826,-316956.6955251694
968,22687.75,0.7321358440745569,8410640000.0,-24956.283191696944,-316958.2831916809
969,22688.0,0.8532411874351956,8410640000.0,-24957.934771959277,-316959.9347715378
969,22688.25,0.9675742906315552,8410640000.0,-24959.797913002767,-316961.79791259766
969,22688.5,1.0019709093704547,8410640000.0,-24960.956122264746,-316962.9561223984
969,22688.75,1.0766484347297547,8410640000.0,-24962.193656161835,-316964.1936559677
970,22689.0,1.0968068485461397,8410640000.0,-24963.895152721372,-316965.89515304565
970,22689.25,2.010811238140168,8410640000.0,-24965.478869131784,-316967.4788694382
970,22689.5,1.7645992304531333,8410640000.0,-24966.957064537237,-316968.9570646286
970,22689.75,1.7593990398348407,8410640000.0,-24967.988156990108,-316969.98815727234
971,22690.0,2.0796191045265457,8410640000.0,-24969.49848604734,-316971.49848651886
971,22690.25,1.7158659679951973,8410640000.0,-24970.64205405988,-316972.6420536041
971,22690.5,1.5575296227407625,8410640000.0,-24971.829091198444,-316973.8290910721
971,22690.75,1.871876212958433,8410640000.0,-24973.239008915294,-316975.2390089035
972,22691.0,1.3735386740574074,8410640000.0,-24974.92704054526,-316976.9270401001
972,22691.25,1.8336008047955095,8410640000.0,-24976.43473078108,-316978.4347305298
972,22691.5,1.299508910243079,8410640000.0,-24977.818507972497,-316979.8185081482
972,22691.75,1.0107800100500706,8410640000.0,-24978.8952874421,-316980.89528751373
973,22692.0,0.7228832637024174,8410640000.0,-24980.380683854848,-316982.3806838989
973,22692.25,0.8232152243012163,8410640000.0,-24982.166077196256,-316984.16607761383
973,22692.5,0.9557213015211765,8410640000.0,-24982.736491954547,-316984.736492157
973,22692.75,0.7836813204110835,8410640000.0,-24984.921622175258,-316986.9216222763
974,22693.0,0.8348215180362035,8410640000.0,-24986.575410596106,-316988.5754108429
974,22693.25,1.7343094660483023,8410640000.0,-24987.797874719847,-316989.7978744507
974,22693.5,2.312746707684039,8410640000.0,-24988.977330831978,-316990.9773311615
974,22693.75,2.650735393505997,8410640000.0,-24990.51701467313,-316992.5170145035
975,22694.0,2.257646659864066,8410640000.0,-24991.8842297923,-316993.88422966003
975,22694.25,1.8591237067401958,8410640000.0,-24992.838765215176,-316994.83876514435
975,22694.5,1.5676156896894253,8410640000.0,-24994.377871069602,-316996.37787151337
975,22694.75,1.4579545399550173,8410640000.0,-24995.922126511185,-316997.92212677
976,22695.0,1.2742186806265496,8410640000.0,-24997.316369239838,-316999.3163690567
976,22695.25,1.0410924649264073,8410640000.0,-24998.089499103906,-317000.0894994736
976,22695.5,1.8827863135759744,8410640000.0,-24999.944592083077,-317001.9445924759
976,22695.75,2.4242645607805806,8410640000.0,-25001.28451818936,-317003.2845182419
977,22696.0,2.273087853800278,8410640000.0,-25002.170383969657,-317004.17038440704
977,22696.25,2.3155801295030383,8410640000.0,-25003.62740430488,-317005.62740421295
977,22696.5,1.8026407796033819,8410640000.0,-25004.827315798662,-317006.8273153305
977,22696.75,1.9388832548216801,8410640000.0,-25006.3203985835,-317008.3203983307
978,22697.0,1.8022639465676873,8410640000.0,-25007.434945495836,-317009.4349451065
978,22697.25,1.9635778459769118,8410640000.0,-25008.344081199262,-317010.344080925
978,22697.5,1.4882397350334167,8410640000.0,-25010.128239471167,-317012.12823963165
978,22697.75,1.2629471236054153,8410640000.0,-25011.346964208038,-317013.34696388245
979,22698.0,1.6081945433243294,8410640000.0,-25012.87917713275,-317014.8791770935
979,22698.25,1.6039946114761146,8410640000.0,-25013.873706064434,-317015.87370586395
979,22698.5,1.938269126957309,8410640000.0,-25015.280084143647,-317017.28008461
979,22698.75,1.5130867223575477,8410640000.0,-25016.998488900885,-317018.9984884262
980,22699.0,1.6319073360591396,8410640000.0,-25018.69413320956,-317020.69413280487
980,22699.25,1.7587027827573931,8410640000.0,-25019.019788545345,-317021.01978874207
980,22699.5,1.4606581507582757,8410640000.0,-25020.82459625936,-317022.82459640503
980,22699.75,1.9246724680702965,8410640000.0,-25022.378984526542,-317024.3789844513
981,22700.0,1.260238935553101,8410640000.0,-25023.39416358641,-317025.3941631317
981,22700.25,1.5205989900575307,8410640000.0,-25024.80375167372,-317026.8037519455
981,22700.5,1.4456957653080096,8410640000.0,-25025.809300450528,-317027.80930042267
981,22700.75,1.0458354385828101,8410640000.0,-25027.40444128859,-317029.4044408798
982,22701.0,1.3480173709112135,8410640000.0,-25028.95679770586,-317030.9567975998
982,22701.25,1.529707215633454,8410640000.0,-25030.17438419962,-317032.1743841171
982,22701.5,1.5493387025461847,8410640000.0,-25031.35638217687,-317033.35638237
982,22701.75,1.2682055462966937,8410640000.0,-25032.864389164857,-317034.86438941956
983,22702.0,1.6310147704449716,8410640000.0,-25034.243136409576,-317036.24313640594
983,22702.25,1.5910524090644032,8410640000.0,-25035.595983740142,-317037.59598350525
983,22702.5,1.1467299283765167,8410640000.0,-25037.013480881287,-317039.01348114014
983,22702.75,1.2673251442190032,8410640000.0,-25038.26407048612,-317040.26407051086
984,22703.0,1.2959635732678405,8410640000.0,-25040.075483178363,-317042.07548332214
984,22703.25,1.208850376930884,8410640000.0,-25041.02029430663,-317043.02029418945
984,22703.5,1.2177047868037625,8410640000.0,-25042.03616254691,-317044.0361623764
984,22703.75,1.3474080563536441,8410640000.0,-25043.625845701325,-317045.6258459091
985,22704.0,1.5262621265356044,8410640000.0,-25044.376686812222,-317046.37668704987
985,22704.25,1.6825748392817266,8410640000.0,-25045.902720971324,-317047.90272140503
985,22704.5,1.4017159752357742,8410640000.0,-25047.529331710266,-317049.52933216095
985,22704.75,1.1383711411780122,8410640000.0,-25048.648015427483,-317050.6480150223
986,22705.0,1.347622146315747,8410640000.0,-25049.915493694105,-317051.91549396515
986,22705.25,1.2611013682119834,8410640000.0,-25051.18898315419,-317053.18898296356
986,22705.5,1.2098468569723977,8410640000.0,-25052.626067465757,-317054.62606716156
986,22705.75,1.2221905513356524,8410640000.0,-25053.95514784325,-317055.9551477432
987,22706.0,1.424688799345569,8410640000.0,-25055.175015632394,-317057.1750154495
987,22706.25,1.25949400857551,8410640000.0,-25056.762516529438,-317058.7625169754
987,22706.5,1.1336283557996387,8410640000.0,-25057.870545075373,-317059.87054538727
987,22706.75,1.208676418203846,8410640000.0,-25059.454473084556,-317061.4544734955
988,22707.0,1.3479199328669258,8410640000.0,-25060.288593498266,-317062.28859329224
988,22707.25,1.5171613320751007,8410640000.0,-25061.08439424902,-317063.08439445496
988,22707.5,1.3915300021161074,8410640000.0,-25063.281433955657,-317065.28143405914
988,22707.75,1.2929235705784237,8410640000.0,-25064.531399552103,-317066.53139972687
989,22708.0,1.1727704555219356,8410640000.0,-25065.99483788867,-317067.9948377609
989,22708.25,1.3579004644719217,8410640000.0,-25066.765188077396,-317068.76518821716
989,22708.5,1.404670075458426,8410640000.0,-25068.082616936623,-317070.08261680603
989,22708.75,1.3109707639519597,8410640000.0,-25069.70031430093,-317071.7003145218
990,22709.0,1.21568323863666,8410640000.0,-25070.995942874564,-317072.99594306946
990,22709.25,1.1589810241578555,8410640000.0,-25072.161800451533,-317074.1618003845
990,22709.5,1.1397031400210245,8410640000.0,-25073.727562501375,-317075.72756290436
990,22709.75,1.0015752811099985,8410640000.0,-25075.06670689924,-317077.0667066574
991,22710.0,1.1973407899185198,8410640000.0,-25075.816160850965,-317077.8161611557
991,22710.25,0.8852799150488553,8410640000.0,-25077.12680362415,-317079.12680339813
991,22710.5,0.9413793005619607,8410640000.0,-25078.859417944303,-317080.85941791534
991,22710.75,1.205359767139048,8410640000.0,-25080.184966160807,-317082.18496608734
992,22711.0,0.8842289104390101,8410640000.0,-25081.36611149572,-317083.3661117554
992,22711.25,1.1546970708012758,8410640000.0,-25082.80582956079,-317084.80583000183
992,22711.5,0.9387736626458244,8410640000.0,-25084.146884583708,-317086.1468849182
992,22711.75,1.0843544254383524,8410640000.0,-25085.463742882133,-317087.46374320984
993,22712.0,1.187154069504266,8410640000.0,-25086.746448577658,-317088.74644851685
993,22712.25,1.120946712359591,8410640000.0,-25087.50954461266,-317089.50954437256
993,22712.5,0.9502658853480607,8410640000.0,-25089.119557120008,-317091.1195573807
993,22712.75,0.6598425412770246,8410640000.0,-25090.717937935602,-317092.7179374695
994,22713.0,1.0573827480247067,8410640000.0,-25091.68850096765,-317093.68850135803
994,22713.25,0.7310862183679675,8410640000.0,-25093.175963443013,-317095.1759634018
994,22713.5,0.8807442268778336,8410640000.0,-25093.832143387084,-317095.83214378357
994,22713.75,1.0275116405335782,8410640000.0,-25095.665884491118,-317097.66588401794
995,22714.0,0.8258368048817588,8410640000.0,-25096.810160204222,-317098.8101606369
995,22714.25,1.106601459267543,8410640000.0,-25098.454100889405,-317100.4541006088
995,22714.5,0.7958630859592287,8410640000.0,-25099.412183925288,-317101.4121837616
995,22714.75,0.7868347362340613,8410640000.0,-25101.06255307687,-317103.06255340576
996,22715.0,0.8999208010187087,8410640000.0,-25102.16095984621,-317104.16096019745
996,22715.25,1.2191100451336152,8410640000.0,-25103.224375497717,-317105.2243757248
996,22715.5,1.2371153958507546,8410640000.0,-25104.329672166903,-317106.32967185974
996,22715.75,1.3981346486856823,8410640000.0,-25106.13362715924,-317108.13362693787
997,22716.0,1.1589079006974394,8410640000.0,-25107.070648506808,-317109.07064819336
997,22716.25,1.121483406092016,8410640000.0,-25108.696170620326,-317110.6961708069
997,22716.5,1.1866631976422588,8410640000.0,-25109.30758528621,-317111.30758571625
997,22716.75,1.2741580746792884,8410640000.0,-25111.129417365657,-317113.12941741943
998,22717.0,0.8859559560699641,8410640000.0,-25112.04497481816,-317114.04497528076
998,22717.25,1.1183396492972595,8410640000.0,-25113.260297445,-317115.26029777527
998,22717.5,1.0043296922951168,8410640000.0,-25114.636443935917,-317116.6364440918
998,22717.75,0.9228801776387152,8410640000.0,-25116.103208454133,-317118.10320854187
999,22718.0,0.935884754815404,8410640000.0,-25116.86830707728,-317118.86830711365
999,22718.25,1.0612842900813753,8410640000.0,-25118.635642502635,-317120.6356420517
999,22718.5,1.1303991089740668,8410640000.0,-25119.378059693292,-317121.3780593872
999,22718.75,1.0271588776275167,8410640000.0,-25120.6351492497,-317122.6351490021
1000,22719.0,1.3561181081922424,8410640000.0,-25121.804415354003,-317123.8044157028
1000,22719.25,1.0844633383719973,8410640000.0,-25123.349137466397,-317125.3491373062
1000,22719.5,0.7327642131316607,8410640000.0,-25124.470040236505,-317126.47004032135
1000,22719.75,0.8946901889588255,8410640000.0,-25125.394188581075,-317127.3941888809
1001,22720.0,0.8975582938412754,8410640000.0,-25126.95926031523,-317128.9592599869
1001,22720.25,0.9645004196191058,8410640000.0,-25128.060327860687,-317130.0603275299
1001,22720.5,1.1311196794529006,8410640000.0,-25129.222938957166,-317131.2229385376
1001,22720.75,0.8779489737676904,8410640000.0,-25130.4166054004,-317132.4166049957
1002,22721.0,0.8491970924896903,8410640000.0,-25131.717115756717,-317133.7171154022
1002,22721.25,0.9700486519457232,8410640000.0,-25133.246077846965,-317135.24607753754
1002,22721.5,0.8500034589265335,8410640000.0,-25134.499579475723,-317136.4995794296
1002,22721.75,0.930637123786692,8410640000.0,-25135.395390964084,-317137.39539051056
1003,22722.0,1.1312516612316617,8410640000.0,-25136.746334384217,-317138.7463340759
1003,22722.25,0.7627971298685097,8410640000.0,-25137.912390173064,-317139.91238975525
1003,22722.5,0.7074780610591693,8410640000.0,-25139.272358044847,-317141.2723579407
1003,22722.75,0.8269397597682758,8410640000.0,-25140.462951585436,-317142.46295166016
1004,22723.0,0.9261153090367069,8410640000.0,-25141.66515609494,-317143.66515636444
1004,22723.25,0.8438697963754518,8410640000.0,-25142.786259706503,-317144.7862596512
1004,22723.5,0.6191844115966273,8410640000.0,-25144.054816754688,-317146.0548171997
1004,22723.75,0.8769299810201167,8410640000.0,-25145.285872370063,-317147.2858724594
