i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp
1462,23181.0,0.08924040944084727,8410640000.0,0.987626244690731,-292001.01237392426
1462,23181.25,0.07804489346473037,8410640000.0,-32192.886056043164,-324194.88605594635
1462,23181.5,0.08464650950213709,8410640000.0,0.7242361519463664,-292001.27576351166
1462,23181.75,0.06722523318925422,8410640000.0,0.9020999441531735,-292001.0979003906
1463,23182.0,0.05410242522968115,8410640000.0,0.5942906755451854,-292001.40570926666
1463,23182.25,0.11077430528008453,8410640000.0,14581.802661646932,-277420.19733810425
1463,23182.5,0.020897762433108275,8410640000.0,-2.3013064609329628,-292004.30130672455
1463,23182.75,0.09408000962178856,8410640000.0,0.9668308859470167,-292001.0331687927
1464,23183.0,0.12193024742692894,8410640000.0,58397.4821039047,-233604.51789569855
1464,23183.25,0.06397389889287608,8410640000.0,0.6164724386935532,-292001.38352775574
1464,23183.5,0.08347001525962114,8410640000.0,1.3972872439898978,-292000.6027126312
1464,23183.75,0.05384044096796527,8410640000.0,0.7615128031810151,-292001.23848724365
1465,23184.0,0.051935503381895745,8410640000.0,0.7544184691740047,-292001.2455816269
1465,23184.25,0.06654567040340308,8410640000.0,0.6805594770792445,-292001.3194408417
1465,23184.5,0.0723906799132116,8410640000.0,1.1278677138663193,-292000.87213230133
1465,23184.75,0.0686482896116363,8410640000.0,0.9276794962291163,-292001.0723209381
1466,23185.0,0.0789060494568888,8410640000.0,-1335.6137746204113,-293337.6137742996
1466,23185.25,0.1052971935228747,8410640000.0,1.373327576290643,-292000.62667274475
1466,23185.5,0.10237561787094193,8410640000.0,-30504.41374673403,-322506.4137468338
1466,23185.75,0.08794878692518307,8410640000.0,-78702.50417646578,-370704.50417613983
1467,23186.0,0.03561333781865354,8410640000.0,-2.1941564567893965,-292004.1941566467
1467,23186.25,0.08840596612872983,8410640000.0,0.9540969688500122,-292001.0459032059
1467,23186.5,0.05581905671239444,8410640000.0,1.1619986413619359,-292000.8380012512
1467,23186.75,0.06369970119641567,8410640000.0,0.5439971404671476,-292001.4560031891
1468,23187.0,0.08293058886392826,8410640000.0,0.9590825478087847,-292001.04091739655
1468,23187.25,0.06488753758441866,8410640000.0,0.5671855569160699,-292001.4328145981
1468,23187.5,0.0842296927706711,8410640000.0,59470.47518054683,-232531.52481937408
1468,23187.75,0.08396430163507822,8410640000.0,-24447.15141300168,-316449.15141296387
1469,23188.0,0.0924946290701034,8410640000.0,1.6683744609495388,-292000.3316259384
1469,23188.25,0.06480308929377798,8410640000.0,0.6548597649742389,-292001.34514045715
1469,23188.5,0.0700151827770899,8410640000.0,49684.15251215655,-242317.84748744965
1469,23188.75,0.08477933472758498,8410640000.0,-65594.50013861893,-357596.5001382828
1470,23189.0,0.08401584926749148,8410640000.0,-17009.385335935953,-309011.38533592224
1470,23189.25,0.08964374226581757,8410640000.0,-24341.918246019264,-316343.9182462692
1470,23189.5,0.06634838146722066,8410640000.0,0.9296636671454183,-292001.07033634186
1470,23189.75,0.08142612073942276,8410640000.0,-21475.789787042402,-313477.7897872925
1471,23190.0,0.07760767094720693,8410640000.0,75357.9525802095,-216644.04741954803
1471,23190.25,0.06215859374050435,8410640000.0,-38457.538390915244,-330459.5383911133
1471,23190.5,0.065000524525741,8410640000.0,50733.154576558976,-241268.84542369843
1471,23190.75,0.07852882724237507,8410640000.0,0.9516147315436531,-292001.0483856201
1472,23191.0,0.0867839680841849,8410640000.0,1.2696071858880995,-292000.73039245605
1472,23191.25,0.14745088489981112,8410640000.0,50323.39514195147,-241678.60485839844
1472,23191.5,0.09625592749476518,8410640000.0,1.2908595912110092,-292000.7091407776
1472,23191.75,0.07769264010589794,8410640000.0,51992.21639873868,-240009.7836008072
1473,23192.0,0.054041332701902194,8410640000.0,56738.96772773329,-235263.03227233887
1473,23192.25,0.06336780193936198,8410640000.0,50066.33782081678,-241935.66217899323
1473,23192.5,0.12750985919002955,8410640000.0,48644.94661477569,-243357.05338478088
1473,23192.75,0.055865680509470064,8410640000.0,18171.243503337802,-273830.75649642944
1474,23193.0,0.05285345175363354,8410640000.0,0.473975666996804,-292001.52602386475
1474,23193.25,0.1020981283856722,8410640000.0,0.8319331365471891,-292001.16806697845
1474,23193.5,0.07115011910284229,8410640000.0,51470.181595182294,-240531.81840515137
1474,23193.75,0.07648060275622504,8410640000.0,52043.23242459227,-239958.76757526398
1475,23194.0,0.07708417116646936,8410640000.0,0.5986546678431468,-292001.401345253
1475,23194.25,0.0698759046917601,8410640000.0,-18480.716230254475,-310482.71623039246
1475,23194.5,0.09817563559413256,8410640000.0,1.8376447140739895,-292000.162355423
1475,23194.75,0.01533507972272191,8410640000.0,-1.916789072959231,-292003.91678905487
1476,23195.0,0.050330793681353146,8410640000.0,0.8702926038371923,-292001.1297073364
1476,23195.25,0.07149773754067044,8410640000.0,0.7835198757996606,-292001.2164802551
1476,23195.5,0.11739817326117467,8410640000.0,0.5548323416757093,-292001.4451675415
1476,23195.75,0.07098518007197806,8410640000.0,1.2363831156489156,-292000.7636165619
1477,23196.0,0.06601055684622406,8410640000.0,1.052747964667336,-292000.94725227356
1477,23196.25,0.07950553101194567,8410640000.0,0.8787900025713384,-292001.12121009827
1477,23196.5,0.08464049828700673,8410640000.0,0.9762163718464013,-292001.0237836838
1477,23196.75,0.08565678021542467,8410640000.0,0.9666986318605574,-292001.03330135345
1478,23197.0,0.07614812679506182,8410640000.0,82429.43067663231,-209572.56932353973
1478,23197.25,0.09475918116598912,8410640000.0,-47374.21132423217,-339376.2113246918
1478,23197.5,0.046363942493075544,8410640000.0,0.6126904261857073,-292001.3873100281
1478,23197.75,0.07451380080150878,8410640000.0,0.8224545719739943,-292001.1775455475
1479,23198.0,0.08436966203854407,8410640000.0,0.8718865634595623,-292001.12811374664
1479,23198.25,0.06930634350964485,8410640000.0,0.8470557666809201,-292001.1529445648
1479,23198.5,0.13235424531421616,8410640000.0,1.2105730790218767,-292000.7894268036
1479,23198.75,0.14992159272325423,8410640000.0,0.8447570614579996,-292001.1552429199
1480,23199.0,0.05662680186902191,8410640000.0,61346.96595930922,-230655.03404045105
1480,23199.25,0.07988985508667827,8410640000.0,1.1198171661415608,-292000.8801832199
1480,23199.5,0.07830991838302627,8410640000.0,62223.55449949174,-229778.44550037384
1480,23199.75,0.097566032676188,8410640000.0,48352.588054622865,-243649.41194534302
1481,23200.0,0.11467307073960159,8410640000.0,-63670.27209271616,-355672.2720928192
1481,23200.25,0.10674727987706936,8410640000.0,-66844.99691349099,-358846.9969139099
1481,23200.5,0.09347654436747416,8410640000.0,0.8533960312010191,-292001.1466035843
1481,23200.75,0.06322442078975618,8410640000.0,72164.78236907921,-219837.21763134003
1482,23201.0,0.1006693118716129,8410640000.0,-62586.341814914595,-354588.3418149948
1482,23201.25,0.04214949833785846,8410640000.0,0.5682747295502893,-292001.431725502
1482,23201.5,0.06561800128151317,8410640000.0,0.7178560485052614,-292001.28214359283
1482,23201.75,0.06516745227066069,8410640000.0,0.996625264070017,-292001.0033750534
1483,23202.0,0.097758925372712,8410640000.0,1.1422061399420198,-292000.857793808
1483,23202.25,0.1201366834769224,8410640000.0,76822.69813638146,-215179.30186367035
1483,23202.5,0.05214972350072539,8410640000.0,0.5975583264059371,-292001.40244197845
1483,23202.75,0.08533211484755217,8410640000.0,0.8287878853583763,-292001.17121219635
1484,23203.0,0.10318920096560101,8410640000.0,0.7619395622475915,-292001.23805999756
1484,23203.25,0.09075451512204188,8410640000.0,1.4802528322416955,-292000.5197467804
1484,23203.5,0.04346235168822811,8410640000.0,0.8006770066142711,-292001.1993227005
1484,23203.75,0.04952359337424612,8410640000.0,0.5926462938996936,-292001.4073534012
1485,23204.0,0.08202062823930166,8410640000.0,0.8668394401032558,-292001.1331605911
1485,23204.25,0.0891602019580254,8410640000.0,51561.02417727092,-240440.97582244873
1485,23204.5,0.09209190660861993,8410640000.0,64139.92617650793,-227862.07382392883
1485,23204.75,0.09922930956217878,8410640000.0,21981.907503753064,-270020.0924959183
1486,23205.0,0.026136074088036663,8410640000.0,-2.7889252685266643,-292004.7889251709
1486,23205.25,0.059270974058422535,8410640000.0,0.7012650740291678,-292001.2987346649
1486,23205.5,0.059655599509132864,8410640000.0,0.7265271650483716,-292001.27347278595
1486,23205.75,0.08719686911269828,8410640000.0,0.5592860707525901,-292001.44071388245
1487,23206.0,0.04938663341963354,8410640000.0,0.8113309193152419,-292001.1886692047
1487,23206.25,0.0929070501844161,8410640000.0,0.7574855861915606,-292001.2425146103
1487,23206.5,0.07867348830629092,8410640000.0,75820.87800948745,-216181.12199020386
1487,23206.75,0.11033234485630146,8410640000.0,0.8784613878349339,-292001.12153816223
1488,23207.0,0.08137282127083266,8410640000.0,0.8126844054809906,-292001.18731594086
1488,23207.25,0.028951317426963545,8410640000.0,-2.3993746859474263,-292004.39937496185
1488,23207.5,0.07250277157478861,8410640000.0,0.8868697689203434,-292001.11313056946
1488,23207.75,0.07348839073976436,8410640000.0,30765.702997810797,-261236.29700183868
1489,23208.0,0.08095292306605582,8410640000.0,0.8669340138722899,-292001.13306617737
1489,23208.25,0.07375525376840392,8410640000.0,76990.33507738597,-215011.66492271423
1489,23208.5,0.04627320740104311,8410640000.0,0.5138518213765543,-292001.48614788055
1489,23208.75,0.0988195143329886,8410640000.0,2.5622631850103086,-291999.43773651123
1490,23209.0,0.06445270096400603,8410640000.0,1.2294214709891418,-292000.7705783844
1490,23209.25,0.05957191492262797,8410640000.0,0.922396761824208,-292001.07760334015
1490,23209.5,0.09272738989482023,8410640000.0,0.6673886385876562,-292001.332611084
1490,23209.75,0.11810384758500035,8410640000.0,0.9269400453560824,-292001.0730600357
1491,23210.0,0.08541477081401162,8410640000.0,25475.336631885995,-266526.6633682251
1491,23210.25,0.06280067493238485,8410640000.0,1.073957033877092,-292000.92604255676
1491,23210.5,0.1336297579143348,8410640000.0,0.9447326934395227,-292001.055267334
1491,23210.75,0.06149641259215212,8410640000.0,0.6240275041700091,-292001.3759727478
1492,23211.0,0.05899216115783905,8410640000.0,-74313.60118288438,-366315.6011829376
1492,23211.25,0.060408762561130896,8410640000.0,-48870.56642010433,-340872.5664205551
1492,23211.5,0.05319122959065339,8410640000.0,0.6368548822038692,-292001.3631448746
1492,23211.75,0.08338373442089433,8410640000.0,-38823.4344321498,-330825.4344320297
1493,23212.0,0.07292494486412707,8410640000.0,47836.639846436745,-244165.36015319824
1493,23212.25,0.06129511787692861,8410640000.0,0.7045180813147249,-292001.2954816818
1493,23212.5,0.07820201115194711,8410640000.0,72537.50468323963,-219464.49531650543
1493,23212.75,0.10713213406081933,8410640000.0,1.00178963598988,-292000.9982099533
1494,23213.0,0.03752127225189124,8410640000.0,-2.23689667128712,-292004.2368965149
1494,23213.25,0.030856415441410767,8410640000.0,-2.098121781281896,-292004.09812164307
1494,23213.5,0.07711974139550912,8410640000.0,0.6737739866035012,-292001.32622623444
1494,23213.75,0.07157753826228075,8410640000.0,-36262.95882796565,-328264.9588279724
1495,23214.0,0.07248296518177856,8410640000.0,18138.119487457367,-273863.88051223755
1495,23214.25,0.09369423819581257,8410640000.0,74732.03585450252,-217269.9641456604
1495,23214.5,0.06694399192985077,8410640000.0,21969.681648276535,-270032.3183517456
1495,23214.75,0.06193152870336754,8410640000.0,63255.462619594735,-228746.5373802185
1496,23215.0,0.07496171181226267,8410640000.0,0.8605273308883455,-292001.1394729614
1496,23215.25,0.08789858210127956,8410640000.0,1.0398478268819866,-292000.96015262604
1496,23215.5,0.12261320348568851,8410640000.0,1.0729933783114192,-292000.9270067215
1496,23215.75,0.0900596429809819,8410640000.0,-12716.701201066915,-304718.7012014389
1497,23216.0,0.06895062948584438,8410640000.0,-67426.86249333298,-359428.862493515
1497,23216.25,0.10505055188070989,8410640000.0,-47405.727989603154,-339407.7279891968
1497,23216.5,0.06681997451844869,8410640000.0,0.9203250224507102,-292001.07967472076
1497,23216.75,0.053705091112145706,8410640000.0,-1288.928650232833,-293290.92864990234
1498,23217.0,0.06384912563096493,8410640000.0,0.8020015399599452,-292001.1979980469
1498,23217.25,0.08796969032120928,8410640000.0,48061.35189188447,-243940.64810848236
1498,23217.5,0.09002766890301167,8410640000.0,52193.92204739862,-239808.07795238495
1498,23217.75,0.05769133369780213,8410640000.0,0.7146618337147486,-292001.2853384018
1499,23218.0,0.07870965330400649,8410640000.0,-68230.71122156187,-360232.71122169495
1499,23218.25,0.05079458143429347,8410640000.0,0.5982829239569534,-292001.401717186
1499,23218.5,0.06860665544212934,8410640000.0,-36110.29119906125,-328112.29119873047
1499,23218.75,0.07306488560469694,8410640000.0,-46475.00280021082,-338477.0027999878
1500,23219.0,0.0617558032828391,8410640000.0,0.6496543812979432,-292001.3503456116
1500,23219.25,0.0374619347206045,8410640000.0,0.6056180803066574,-292001.39438152313
1500,23219.5,0.053590006617380205,8410640000.0,0.6822779126359275,-292001.31772232056
1500,23219.75,0.09014794690439747,8410640000.0,50534.403494185135,-241467.59650611877
1501,23220.0,0.08990235297868299,8410640000.0,-48466.434587953976,-340468.43458747864
1501,23220.25,0.07238607578887946,8410640000.0,63978.99912378184,-228023.0008764267
1501,23220.5,0.04092406566826464,8410640000.0,0.5152494469969303,-292001.4847507477
1501,23220.75,0.06740638343776087,8410640000.0,0.7546608341124574,-292001.2453393936
1502,23221.0,0.0745623876307532,8410640000.0,0.8975152339787223,-292001.10248470306
1502,23221.25,0.10451081461392633,8410640000.0,38426.10291944222,-253575.89708042145
1502,23221.5,0.07692134455942697,8410640000.0,77022.128996065,-214979.8710041046
1502,23221.75,0.11237650792969968,8410640000.0,0.8676694678348765,-292001.13233089447
1503,23222.0,0.07030280551014823,8410640000.0,0.8922353588827278,-292001.1077642441
1503,23222.25,0.06417079020649723,8410640000.0,79106.14474615936,-212895.85525417328
1503,23222.5,0.0821239755575952,8410640000.0,-54068.0893495167,-346070.0893497467
1503,23222.75,0.07667860541246631,8410640000.0,-10814.635907103533,-302816.63590717316
1504,23223.0,0.06443035463827279,8410640000.0,65596.6710518205,-226405.32894802094
1504,23223.25,0.10387255421401065,8410640000.0,-13237.51685932779,-305239.51685905457
1504,23223.5,0.05360996873846796,8410640000.0,0.5978596671792058,-292001.40214061737
1504,23223.75,0.10946623741727143,8410640000.0,32469.677814589882,-259532.32218551636
1505,23224.0,0.11239593040752706,8410640000.0,608.2659120506478,-291393.73408794403
1505,23224.25,0.10807789248853569,8410640000.0,1.7672915333644645,-292000.23270893097
1505,23224.5,0.10465166005229183,8410640000.0,0.8677216351560739,-292001.1322784424
1505,23224.75,0.09842698344496886,8410640000.0,63137.73636040867,-228864.26363945007
1506,23225.0,0.05976817169941462,8410640000.0,0.9192235181037435,-292001.0807762146
1506,23225.25,0.05862196233466536,8410640000.0,0.90158811877621,-292001.09841156006
1506,23225.5,0.0735944383362579,8410640000.0,61453.55749899575,-230548.44250106812
1506,23225.75,0.08244946609262811,8410640000.0,71271.3545388795,-220730.64546108246
1507,23226.0,0.09465502008037366,8410640000.0,-78393.82881941748,-370395.8288192749
1507,23226.25,0.09886709166859384,8410640000.0,20290.97451316546,-271711.0254869461
1507,23226.5,0.0914989702255075,8410640000.0,0.7261702804188429,-292001.27382946014
1507,23226.75,0.07068018162279438,8410640000.0,0.661706568292007,-292001.33829307556
1508,23227.0,0.1032789142727706,8410640000.0,0.9997660093343194,-292001.0002336502
1508,23227.25,0.08065696884206963,8410640000.0,0.8182935176419088,-292001.1817064285
1508,23227.5,0.07468262726451924,8410640000.0,58508.87891014793,-233493.1210899353
1508,23227.75,0.11416149744213042,8410640000.0,3.3223468893914814,-291998.6776533127
1509,23228.0,0.057533134625987026,8410640000.0,51179.647764363945,-240822.35223579407
1509,23228.25,0.05427947750789244,8410640000.0,0.5606766128038928,-292001.4393234253
1509,23228.5,0.07420495666749881,8410640000.0,81676.27091187342,-210325.7290878296
1509,23228.75,0.0757916954265302,8410640000.0,14629.443181794077,-277372.5568180084
1510,23229.0,0.0984078784959585,8410640000.0,-37131.60532684353,-329133.6053266525
1510,23229.25,0.05288184217199883,8410640000.0,1.0008827171306793,-292000.9991168976
1510,23229.5,0.01925027826578582,8410640000.0,-2.17513382202547,-292004.17513370514
1510,23229.75,0.08407645961949253,8410640000.0,0.7869597571788833,-292001.21304035187
1511,23230.0,0.04466906017227791,8410640000.0,-2.2176605225359682,-292004.21766090393
1511,23230.25,0.08028421877629749,8410640000.0,1.0430968717093678,-292000.95690345764
1511,23230.5,0.07145765803589871,8410640000.0,0.7763717352688518,-292001.2236280441
1511,23230.75,0.06984325206117023,8410640000.0,-33005.48491229117,-325007.48491191864
1512,23231.0,0.0723672364379722,8410640000.0,-45167.687310403155,-337169.6873102188
1512,23231.25,0.08548251076356748,8410640000.0,-1359.57855101035,-293361.5785512924
1512,23231.5,0.06004149042007859,8410640000.0,49796.26825059432,-242205.7317495346
1512,23231.75,0.06993889749068453,8410640000.0,62927.76705395262,-229074.23294639587
1513,23232.0,0.07321486823351386,8410640000.0,-78208.51707903876,-370210.51707935333
1513,23232.25,0.11017584037111619,8410640000.0,0.8095686879746533,-292001.19043159485
1513,23232.5,0.060948539600732245,8410640000.0,0.6515478190452625,-292001.34845256805
1513,23232.75,0.04707956294130573,8410640000.0,0.6013684766133948,-292001.3986310959
1514,23233.0,0.0741948416448272,8410640000.0,0.8508062895639936,-292001.14919376373
1514,23233.25,0.1178786969350212,8410640000.0,2.148319679897107,-291999.8516807556
1514,23233.5,0.0662647760595618,8410640000.0,0.9643552883445994,-292001.03564453125
1514,23233.75,0.07921440511103117,8410640000.0,-46539.583657779076,-338541.5836582184
1515,23234.0,0.0408973661239892,8410640000.0,0.6082917962186437,-292001.391708374
1515,23234.25,0.1115703067260641,8410640000.0,66878.46844651431,-225123.53155326843
1515,23234.5,0.10964521222611298,8410640000.0,0.8483223386462257,-292001.1516780853
1515,23234.75,0.06492762837429986,8410640000.0,0.7885466821418042,-292001.2114534378
1516,23235.0,0.054807588187812215,8410640000.0,0.7474454467088529,-292001.2525548935
1516,23235.25,0.06735135238479878,8410640000.0,-62783.145455413556,-354785.1454553604
1516,23235.5,0.09771357319120703,8410640000.0,61551.305394933035,-230450.69460487366
1516,23235.75,0.02674382565659136,8410640000.0,-2.226949644393348,-292004.2269496918
1517,23236.0,0.07724571000370707,8410640000.0,0.831282805682351,-292001.16871738434
1517,23236.25,0.060639241556662074,8410640000.0,-75629.09171783987,-367631.09171772003
1517,23236.5,0.0556009990964666,8410640000.0,-58716.1616292272,-350718.1616296768
1517,23236.75,0.05344521033703715,8410640000.0,0.7488127980772247,-292001.2511873245
1518,23237.0,0.05510664351414441,8410640000.0,1.353250443188191,-292000.64674949646
1518,23237.25,0.08477530257291795,8410640000.0,0.9368879702893184,-292001.0631122589
1518,23237.5,0.06996318177446187,8410640000.0,0.7589740261668957,-292001.2410259247
1518,23237.75,0.03614436789400048,8410640000.0,0.5484812858166253,-292001.45151901245
1519,23238.0,0.09209734763123273,8410640000.0,47056.245795319934,-244945.75420475006
1519,23238.25,0.07153834407262386,8410640000.0,1.6879679901634523,-292000.3120317459
1519,23238.5,0.15014743790823745,8410640000.0,1.7854416020264914,-292000.2145586014
1519,23238.75,0.10191550814732905,8410640000.0,1.3446667134932302,-292000.655333519
1520,23239.0,0.04376155145486537,8410640000.0,0.5966003978197275,-292001.40339946747
1520,23239.25,0.10117074258526551,8410640000.0,0.9529137516133593,-292001.0470867157
1520,23239.5,0.037392870283452895,8410640000.0,0.5630278763305663,-292001.4369716644
1520,23239.75,0.04788260349023996,8410640000.0,0.7982061458129274,-292001.20179367065
1521,23240.0,0.05649569616344578,8410640000.0,0.5856985446813228,-292001.41430187225
1521,23240.25,0.06344730951449087,8410640000.0,-15398.69627243666,-307400.69627285004
1521,23240.5,0.028835937760918452,8410640000.0,-2.4243262835616615,-292004.424325943
1521,23240.75,0.09183630451373845,8410640000.0,0.6861688072977847,-292001.31383132935
1522,23241.0,0.09707060909774262,8410640000.0,1.582933163780597,-292000.4170665741
1522,23241.25,0.06220675049700245,8410640000.0,0.6312870295633092,-292001.3687133789
1522,23241.5,0.049033160161716965,8410640000.0,0.6221984549498283,-292001.37780189514
1522,23241.75,0.01742160048978319,8410640000.0,-1.8657422982836842,-292003.8657426834
1523,23242.0,0.08206114543511132,8410640000.0,20817.68343013112,-271184.316570282
1523,23242.25,0.07125328229245903,8410640000.0,0.734685792886221,-292001.2653141022
1523,23242.5,0.05941532182555963,8410640000.0,0.5963717545029155,-292001.4036283493
1523,23242.75,0.031514170122981966,8410640000.0,-2.244498317140012,-292004.24449825287
1524,23243.0,0.11112990977709739,8410640000.0,18861.277443130664,-273140.7225570679
1524,23243.25,0.06712069246439285,8410640000.0,53756.37099905311,-238245.62900066376
1524,23243.5,0.06245233472012207,8410640000.0,0.6119426257597984,-292001.38805770874
1524,23243.75,0.08389774694077343,8410640000.0,1.1709132552645676,-292000.8290863037
1525,23244.0,0.07626009301358824,8410640000.0,-16593.193327325225,-308595.1933269501
1525,23244.25,0.04309827245771862,8410640000.0,0.5687555835565222,-292001.43124485016
1525,23244.5,0.052995985159969825,8410640000.0,18064.488324824466,-273937.511674881
1525,23244.75,0.06976809058169238,8410640000.0,1.208650185386445,-292000.791349411
1526,23245.0,0.0887756610885481,8410640000.0,-54640.78395885658,-346642.78395843506
1526,23245.25,0.06628176081168637,8410640000.0,0.855993075868655,-292001.1440067291
1526,23245.5,0.07026226749683173,8410640000.0,-6463.421007702977,-298465.42100811005
1526,23245.75,0.09844854192152917,8410640000.0,0.9308100398459586,-292001.06919002533
1527,23246.0,0.09520773332160185,8410640000.0,48501.76990828467,-243500.23009204865
1527,23246.25,0.07450230820716185,8410640000.0,0.7657856530751581,-292001.2342147827
1527,23246.5,0.06621627386974328,8410640000.0,1.1934182490909042,-292000.8065814972
1527,23246.75,0.052166921665132704,8410640000.0,0.6098837806378057,-292001.3901166916
1528,23247.0,0.09994627644204658,8410640000.0,1.0813086591344852,-292000.91869163513
1528,23247.25,0.06379337830764549,8410640000.0,0.8069153855905874,-292001.1930847168
1528,23247.5,0.10755907098011566,8410640000.0,0.7492229246769211,-292001.25077724457
1528,23247.75,0.0666901754084625,8410640000.0,-28264.07974032288,-320266.0797405243
1529,23248.0,0.031902982023922874,8410640000.0,-3.898482418589956,-292005.8984823227
1529,23248.25,0.081907116271097,8410640000.0,47410.8592841369,-244591.14071559906
1529,23248.5,0.04151870809037897,8410640000.0,-2.800262224787213,-292004.8002624512
1529,23248.75,0.09108431590790121,8410640000.0,38050.30781051855,-253951.6921892166
1530,23249.0,0.060172328307631404,8410640000.0,-25411.936543196633,-317413.93654346466
1530,23249.25,0.06719703950154998,8410640000.0,-52296.46029667589,-344298.46029663086
1530,23249.5,0.11063045957032544,8410640000.0,1.7994003496113977,-292000.2005996704
1530,23249.75,0.09306882179935881,8410640000.0,57643.51608943064,-234358.4839105606
1531,23250.0,0.06843205016619557,8410640000.0,76276.21288668342,-215725.7871131897
1531,23250.25,0.07813526227270505,8410640000.0,49060.08035631836,-242941.9196434021
1531,23250.5,0.0633535081310175,8410640000.0,0.9083114625845653,-292001.0916881561
1531,23250.75,0.10269063705209763,8410640000.0,1.7019476493596375,-292000.2980527878
1532,23251.0,0.08627376204051315,8410640000.0,1.6987634017439588,-292000.30123615265
1532,23251.25,0.10112652098808571,8410640000.0,1.4579052647098603,-292000.5420951843
1532,23251.5,0.08572399326603658,8410640000.0,0.7344553292102948,-292001.26554489136
1532,23251.75,0.08375705202337591,8410640000.0,79184.66675695498,-212817.33324337006
1533,23252.0,0.08163258592201708,8410640000.0,10799.115989313263,-281202.88401031494
1533,23252.25,0.021470376692804705,8410640000.0,-1.866332063666119,-292003.86633205414
1533,23252.5,0.09861214034188313,8410640000.0,1.4449956764096947,-292000.5550041199
1533,23252.75,0.06989559522055105,8410640000.0,-56631.166653669694,-348633.1666536331
1534,23253.0,0.052817501931245785,8410640000.0,0.6750959396112831,-292001.32490444183
1534,23253.25,0.0909883738018227,8410640000.0,65020.3592919865,-226981.64070796967
1534,23253.5,0.08431310178486814,8410640000.0,52135.16846989168,-239866.83153057098
1534,23253.75,0.08872709621814945,8410640000.0,0.8847112871876489,-292001.11528873444
1535,23254.0,0.0684059373172015,8410640000.0,-40986.94799799193,-332988.9479980469
1535,23254.25,0.09553047082293438,8410640000.0,0.8625342558918274,-292001.137465477
1535,23254.5,0.051361372964991804,8410640000.0,0.5632423539315177,-292001.4367580414
1535,23254.75,0.03810706037014921,8410640000.0,-2.3458515675732827,-292004.3458518982
1536,23255.0,0.09135020710180002,8410640000.0,38318.18809113946,-253683.81190872192
1536,23255.25,0.05817227825389365,8410640000.0,-79769.6028686529,-371771.6028690338
1536,23255.5,0.068410288076552,8410640000.0,-49131.16493968676,-341133.1649398804
1536,23255.75,0.059547664559293806,8410640000.0,0.653123761209572,-292001.3468761444
1537,23256.0,0.016070137504755683,8410640000.0,-1.810242175511749,-292003.8102416992
1537,23256.25,0.1131168964002923,8410640000.0,1.0468375915453358,-292000.9531621933
1537,23256.5,0.10347423533779058,8410640000.0,0.9075801414522792,-292001.0924196243
1537,23256.75,0.10754637997093484,8410640000.0,2.5813427645644635,-291999.41865730286
1538,23257.0,0.06443561833338309,8410640000.0,9542.348604505956,-282459.65139579773
1538,23257.25,0.08007023077710512,8410640000.0,1.199211346405367,-292000.8007888794
1538,23257.5,0.07268726873818987,8410640000.0,0.8181023426265683,-292001.18189811707
1538,23257.75,0.05147938277984429,8410640000.0,-2.913589289856663,-292004.91358947754
1539,23258.0,0.05214292603407246,8410640000.0,0.7152152120546452,-292001.284784317
1539,23258.25,0.07162521381725769,8410640000.0,60675.66780234763,-231326.33219718933
1539,23258.5,0.07323374495369502,8410640000.0,-45778.88935953087,-337780.8893594742
1539,23258.75,0.09342251654887028,8410640000.0,-49964.186684496395,-341966.18668460846
1540,23259.0,0.09080792864019281,8410640000.0,81133.58121690206,-210868.41878318787
1540,23259.25,0.09819285106921391,8410640000.0,0.6269580564589523,-292001.3730421066
1540,23259.5,0.08608844841600867,8410640000.0,80919.7553295662,-211082.24467086792
1540,23259.75,0.1107481346968251,8410640000.0,-64056.97938406491,-356058.9793844223
1541,23260.0,0.045719115049089584,8410640000.0,-2.7835449539244967,-292004.7835445404
1541,23260.25,0.06130927615121343,8410640000.0,-69688.06926479575,-361690.0692644119
1541,23260.5,0.07808561377753474,8410640000.0,0.6485593823471874,-292001.3514404297
1541,23260.75,0.08289622180887746,8410640000.0,0.843457703066051,-292001.15654182434
1542,23261.0,0.09362597785751924,8410640000.0,0.9962624503180949,-292001.00373744965
1542,23261.25,0.10500993425603078,8410640000.0,5613.690864504179,-286388.309135437
1542,23261.5,0.05389212977842796,8410640000.0,0.5569319850901595,-292001.44306755066
1542,23261.75,0.06304878063949443,8410640000.0,0.8852106134931346,-292001.1147890091
1543,23262.0,0.03458838308164576,8410640000.0,0.5538193423211999,-292001.4461803436
1543,23262.25,0.08272753876767922,8410640000.0,37628.34069814179,-254373.6593017578
1543,23262.5,0.07237336348458212,8410640000.0,-45097.42692900863,-337099.4269294739
1543,23262.75,0.09490494825989951,8410640000.0,0.9515573471464519,-292001.0484428406
1544,23263.0,0.095627957825342,8410640000.0,1.0646382682341708,-292000.9353618622
1544,23263.25,0.07273849473387803,8410640000.0,1.2208791023381258,-292000.77912044525
1544,23263.5,0.13064692292803873,8410640000.0,1.2793737560702911,-292000.7206258774
1544,23263.75,0.06699833027354025,8410640000.0,0.6037499356170765,-292001.3962497711
1545,23264.0,0.10666230550375881,8410640000.0,-69414.36481321859,-361416.36481285095
1545,23264.25,0.08564163813103642,8410640000.0,1.5371588590337557,-292000.46284103394
1545,23264.5,0.057017275284775994,8410640000.0,0.6475837803802778,-292001.3524160385
