i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp, second_moment,RTEC
2533,24252.75,0.12504572033314046,8410640000.0,1.044164592919922,-292000.9558353424,0.935582394885901,7.133621058292272e+29
2534,24253.0,0.15217464658304847,8410640000.0,24306.767044388067,-267695.2329559326,1.4837789239540098,1.047649475260668e+30
2534,24253.25,0.06249658452984492,8410640000.0,0.7255196413596449,-292001.2744808197,0.6299320483299026,5.130421987776622e+29
2534,24253.5,0.08033229517584856,8410640000.0,24309.478514107024,-267692.52148628235,1.0025898954866441,7.556913265021624e+29
2534,24253.75,0.06635775125961813,8410640000.0,0.8888535688897976,-292001.1111459732,0.7336836516523004,5.825488776087705e+29
2535,24254.0,0.04710571162857998,8410640000.0,0.5319303062426105,-292001.4680700302,0.41779091374399424,3.6436850187369016e+29
2535,24254.25,0.04101386014585303,8410640000.0,60505.17462902778,-231496.82537078857,0.2532874515911649,2.4011524266377392e+29
2535,24254.5,0.04995248573557207,8410640000.0,0.6972204464950268,-292001.3027791977,0.53966498141369,4.510020677633443e+29
2535,24254.75,0.1136570113951306,8410640000.0,3.5999133236036487,-291998.4000864029,13.32734685819659,6.526716552512527e+30
2536,24255.0,0.11781915324832012,8410640000.0,1.2692068658073685,-292000.73079299927,1.0734481295258318,7.999433292646077e+29
2536,24255.25,0.0641297721512717,8410640000.0,0.5881385939724252,-292001.4118614197,0.4803321815812546,4.0928554387273016e+29
2536,24255.5,0.08124695344798595,8410640000.0,1.2407650111303021,-292000.7592353821,1.1715442213800353,8.604135478086031e+29
2536,24255.75,0.07500914206915502,8410640000.0,-55281.75281793497,-347283.7528181076,1.5060909464456638,1.0607612988204322e+30
2537,24256.0,0.13055695961058456,8410640000.0,0.8360490430545348,-292001.1639509201,0.7283725324890447,5.790325366797773e+29
2537,24256.25,0.05048907383658381,8410640000.0,0.8177590589021284,-292001.18224048615,0.6928144813664248,5.553785882660562e+29
2537,24256.5,0.10125067197922878,8410640000.0,0.705801502275588,-292001.2941980362,0.6168844064102236,5.0417134873117655e+29
2537,24256.75,0.12671098611471762,8410640000.0,1.1548021030354059,-292000.8451976776,1.167027715413061,8.576484556754524e+29
2538,24257.0,0.1117264628785887,8410640000.0,24327.605518819495,-267674.39448070526,1.5642272379025968,1.094775000244455e+30
2538,24257.25,0.15267057150932994,8410640000.0,24329.455134051626,-267672.5448656082,4.327521448754405,2.556275704575949e+30
2538,24257.5,0.10926282009599517,8410640000.0,1.022134293875203,-292000.9778661728,1.12837955149683,8.339135057691754e+29
2538,24257.75,0.09801611486290875,8410640000.0,80328.0875635484,-211673.9124364853,2.58100872470268,1.6617520709934174e+30
2539,24258.0,0.04522845024176583,8410640000.0,0.684739839583625,-292001.3152599335,0.5407000006593389,4.517227637603755e+29
2539,24258.25,0.11318019717295921,8410640000.0,18887.879278360193,-273114.120721817,3.5077459608973025,2.14584548091398e+30
2539,24258.5,0.07288296640992699,8410640000.0,76622.82576912732,-215379.17423057556,3.06895026554798,1.9196993163439083e+30
2539,24258.75,0.09973681429444561,8410640000.0,24337.867636247447,-267664.1323633194,1.4060970063819191,1.0017385902281426e+30
2540,24259.0,0.0529800322165291,8410640000.0,0.8631195943636384,-292001.13688087463,0.8682673453196205,6.703262470504612e+29
2540,24259.25,0.1052832864505913,8410640000.0,1.1799894740969765,-292000.82001018524,1.034332196994037,7.755772080874353e+29
2540,24259.5,0.07498343784501255,8410640000.0,0.722139103434711,-292001.2778606415,0.5715077087541189,4.730714569934156e+29
2540,24259.75,0.1627301974644318,8410640000.0,24343.5445232943,-267658.45547676086,2.6501122750630617,1.6987464530624654e+30
2541,24260.0,0.08657805008985005,8410640000.0,14384.248407881547,-277617.75159168243,1.071193938838859,7.985432145559049e+29
2541,24260.25,0.08382415335715677,8410640000.0,0.7482884873763636,-292001.2517118454,0.6706094032492478,5.405049809753438e+29
2541,24260.5,0.07296211258172523,8410640000.0,0.8663652957846061,-292001.13363456726,0.7033975907351028,5.624393943265932e+29
2541,24260.75,0.12930990537563988,8410640000.0,24347.98313543459,-267654.0168647766,1.4486868360741423,1.0269605552601529e+30
2542,24261.0,0.09296494355749679,8410640000.0,48658.84165745895,-243343.15834236145,3.539061766689454,2.1617980470380342e+30
2542,24261.25,0.026598849491540254,8410640000.0,-2.3166548129564313,-292004.316655159,0.1437127479756861,1.4973422518554408e+29
2542,24261.5,0.0907768126014043,8410640000.0,18433.184623402838,-273568.81537628174,3.317267980897477,2.0482932423596072e+30
2542,24261.75,0.09354456209976524,8410640000.0,1.1237328242731215,-292000.87626743317,1.1656881111156008,8.568279813689295e+29
2543,24262.0,0.06161635920475265,8410640000.0,36105.82042972251,-255896.17957019806,1.4463975049900653,1.0256079725490798e+30
2543,24262.25,0.06127584756230033,8410640000.0,62446.25313904745,-229555.74686050415,0.6987396962795603,5.59333952030388e+29
2543,24262.5,0.09821008481253929,8410640000.0,48324.81808015298,-243677.18192005157,2.1186845454806833,1.4097115253932098e+30
2543,24262.75,0.1415159759915282,8410640000.0,-24509.904555814886,-316511.9045562744,2.9594013131942027,1.8624225440573039e+30
2544,24263.0,0.06817103329253794,8410640000.0,-16144.791583744836,-308146.7915840149,1.2884705636183669,9.314018276184019e+29
2544,24263.25,0.1325125437566209,8410640000.0,24360.714148861614,-267641.2858514786,5.300511927052168,3.02695883565601e+30
2544,24263.5,0.07491967655343804,8410640000.0,-1756.143408530417,-293758.14340877533,1.3134733887000338,9.464392297594887e+29
2544,24263.75,0.04940255859326431,8410640000.0,0.5877950107741086,-292001.41220474243,0.46346183896181314,3.972708064278804e+29
2545,24264.0,0.06557156146478904,8410640000.0,0.6582428437157228,-292001.3417568207,0.5132885202519893,4.325566179677828e+29
2545,24264.25,0.06256298214318334,8410640000.0,0.6251878133815094,-292001.37481212616,0.497099122313461,4.2115713740659424e+29
2545,24264.5,0.07187212548435876,8410640000.0,-17302.428897328646,-309304.428896904,1.4440510472288828,1.0242212679233802e+30
2545,24264.75,0.08623552288477558,8410640000.0,0.939785912660874,-292001.06021404266,0.8345627827265323,6.485709804097812e+29
2546,24265.0,0.14323068426544425,8410640000.0,24367.362321705634,-267634.63767814636,2.1784315452502305,1.442762788633146e+30
2546,24265.25,0.12633541743120671,8410640000.0,24369.306046109126,-267632.6939535141,1.2475550297679436,9.066884729472531e+29
2546,24265.5,0.04848670259293203,8410640000.0,0.4297784904783365,-292001.57022190094,0.3424911459764491,3.0875651151241314e+29
2546,24265.75,0.055585008253888395,8410640000.0,0.5079560719634072,-292001.4920434952,0.41185116688381074,3.60046493365596e+29
2547,24266.0,0.04547551148313346,8410640000.0,0.6646438225605785,-292001.33535575867,0.5099569003137542,4.302156738051298e+29
2547,24266.25,0.13639684094143556,8410640000.0,47744.33576910023,-244257.66423130035,12.84830143321132,6.330622724314161e+30
2547,24266.5,0.0662020882272476,8410640000.0,-15056.252264891167,-307058.2522649765,1.2719803419363878,9.214575534301555e+29
2547,24266.75,0.03023249012676544,8410640000.0,-2.78480824785889,-292004.7848081589,1.9331252323943169,1.306045557137527e+30
2548,24267.0,0.08715875626943012,8410640000.0,58057.22247605065,-233944.77752399445,1.4136224158407498,1.0062043429745216e+30
2548,24267.25,0.02476029924697958,8410640000.0,-2.2138694802666388,-292004.21386909485,0.14129095499008615,1.4762853226234843e+29
2548,24267.5,0.06564932829175507,8410640000.0,24378.848946752525,-267623.15105342865,1.4822075252165319,1.0467247977436214e+30
2548,24267.75,0.056847801566992345,8410640000.0,0.7235206067781981,-292001.27647972107,0.5326286724353506,4.460964695676723e+29
2549,24268.0,0.17244652962873658,8410640000.0,24382.08781965432,-267619.9121799469,1.5645700821320463,1.0949749554403261e+30
2549,24268.25,0.13932190979819498,8410640000.0,24383.19553808335,-267618.8044614792,1.3422564595407962,9.63691260321724e+29
2549,24268.5,0.09843547477230975,8410640000.0,24384.01319618212,-267617.9868040085,1.395628569835318,9.955197436349912e+29
2549,24268.75,0.08040012500672,8410640000.0,0.9536906009855963,-292001.04630947113,0.7877357788834974,6.1810009611885765e+29
2550,24269.0,0.15205519706016138,8410640000.0,24385.759352431,-267616.240647316,1.3151336179029174,9.474360400946098e+29
2550,24269.25,0.10861638509210472,8410640000.0,24386.10203314539,-267615.8979663849,5.197413491415413,2.9778150878097597e+30
2550,24269.5,0.1008387598700787,8410640000.0,-48481.9066407681,-340483.90664100647,1.83042463514285,1.2479625275179335e+30
2550,24269.75,0.04069106206625416,8410640000.0,0.5818885640567111,-292001.41811180115,0.4539863308476894,3.9049065842402854e+29
2551,24270.0,0.07535865697418759,8410640000.0,79819.98464275453,-212182.01535701752,2.3905612155669793,1.5589238183141163e+30
2551,24270.25,0.07624022787935734,8410640000.0,0.8836642738995029,-292001.11633586884,0.8067319774454571,6.304965698037128e+29
2551,24270.5,0.12715284557973697,8410640000.0,24392.774489459924,-267609.2255105972,1.5776942208309286,1.1026238033672627e+30
2551,24270.75,0.06568010075138275,8410640000.0,0.5607152514519299,-292001.43928432465,0.46357381338727266,3.97350790134224e+29
2552,24271.0,0.20034028703114068,8410640000.0,24394.528469520115,-267607.4715309143,1.946910863648247,1.31380242325533e+30
2552,24271.25,0.1635805067384031,8410640000.0,24394.541392154,-267607.45860767365,7.384990606010787,3.9905549080306756e+30
2552,24271.5,0.12687350674240314,8410640000.0,24396.404927380496,-267605.5950727463,2.1253335158605853,1.4133972565194262e+30
2552,24271.75,0.1161746273999302,8410640000.0,0.905716533889943,-292001.09428310394,0.7760917145532988,6.104768608389866e+29
2553,24272.0,0.08429347173937989,8410640000.0,24398.569754610347,-267603.4302453995,1.2914950604774342,9.332234132502236e+29
2553,24272.25,0.07161291956735347,8410640000.0,15968.47156907913,-276033.5284309387,0.9980554454300036,7.52842090442767e+29
2553,24272.5,0.09081543959281288,8410640000.0,24401.091164411442,-267600.9088354111,1.0169852010280742,7.647224896794002e+29
2553,24272.75,0.07620050614265395,8410640000.0,53719.82026401545,-238282.1797361374,1.3744735252225946,9.829286276306549e+29
2554,24273.0,0.07263556138194256,8410640000.0,2.20195166983701,-291999.7980480194,5.383296598872465,3.066304345917482e+30
2554,24273.25,0.06658793471321728,8410640000.0,0.8304444671095826,-292001.16955566406,0.7574399217029776,5.982258300768163e+29
2554,24273.5,0.1272143072422603,8410640000.0,24405.47524670374,-267596.52475357056,1.6922539461817414,1.1689509307891972e+30
2554,24273.75,0.06691062152520837,8410640000.0,0.7910005593017636,-292001.2089996338,0.5658944337981333,4.69196236604889e+29
2555,24274.0,0.12345728124408033,8410640000.0,24408.170209954576,-267593.82979011536,5.086276608518287,2.9246572737620476e+30
2555,24274.25,0.09631006018410791,8410640000.0,1.0036290104219245,-292000.9963712692,0.8520451895720274,6.598732535418334e+29
2555,24274.5,0.19695332854675812,8410640000.0,24409.98046757761,-267592.0195322037,5.577830353377212,3.1583681584304265e+30
2555,24274.75,0.13196105758216634,8410640000.0,24410.34973788767,-267591.65026187897,1.610994920843676,1.1219843800336838e+30
2556,24275.0,0.07945343447589558,8410640000.0,0.8936359384982312,-292001.1063642502,1.276067137564588,9.239240496737203e+29
2556,24275.25,0.10254230326069218,8410640000.0,24413.21641941099,-267588.78358078003,1.2276591035616635,8.946225180875742e+29
2556,24275.5,0.17356284576341777,8410640000.0,24413.19069710582,-267588.8093032837,1.5588470253089914,1.0916361698600955e+30
2556,24275.75,0.13578806713741864,8410640000.0,24415.035573857884,-267586.96442604065,1.3088189590188923,9.436435650266936e+29
2557,24276.0,0.1628364398150923,8410640000.0,24416.168469137963,-267585.831530571,1.6187608172282046,1.1264897329362662e+30
2557,24276.25,0.13924293289673156,8410640000.0,24417.09914837814,-267584.9008512497,1.874404201386564,1.2729002615363695e+30
2557,24276.5,0.10941920862539442,8410640000.0,24417.752418027725,-267584.2475824356,0.8365265474716422,6.49842495802824e+29
2557,24276.75,0.14156286866870174,8410640000.0,24419.048333129547,-267582.95166683197,1.9396847788748233,1.3097376128304849e+30
2558,24277.0,0.05838096286413162,8410640000.0,0.6885364667956526,-292001.311463356,0.5962630827971391,4.900870976433211e+29
2558,24277.25,0.10506581988402193,8410640000.0,24420.63650414363,-267581.3634958267,2.1537086580604425,1.4291049707822807e+30
2558,24277.5,0.19819325961455125,8410640000.0,24421.878472989432,-267580.12152671814,2.249438284617254,1.481847130549227e+30
2558,24277.75,0.07013410947986017,8410640000.0,60505.301860437015,-231496.69813919067,0.8441940506892806,6.548023673314128e+29
2559,24278.0,0.09614524485288091,8410640000.0,1.182360323077265,-292000.8176393509,1.1378254294926273,8.397268333953523e+29
2559,24278.25,0.0910679211350789,8410640000.0,74614.748966601,-217387.25103378296,1.5193352996561644,1.0685291104222026e+30
2559,24278.5,0.1070053993255365,8410640000.0,24426.715969041907,-267575.2840309143,2.6455904814995646,1.696330683178226e+30
2559,24278.75,0.0771534991315797,8410640000.0,-69394.79163923787,-361396.791639328,1.4289358397184502,1.01527948098384e+30
2560,24279.0,0.12625436204548576,8410640000.0,24427.594107720946,-267574.40589237213,4.5464881285729595,2.6636166402874047e+30
2560,24279.25,0.09913879245651955,8410640000.0,-14634.522366188183,-306636.52236652374,14.028883637353895,6.811784954633017e+30
2560,24279.5,0.18078408181855088,8410640000.0,24431.38308787122,-267570.6169118881,8.214092104133837,4.360550378899518e+30
2560,24279.75,0.16940222670425087,8410640000.0,24430.524633360943,-267571.4753665924,1.332369425926917,9.577721770407428e+29
2561,24280.0,0.17244005237378418,8410640000.0,24430.82329332079,-267571.1767063141,1.4447169556666546,1.0246148432180032e+30
2561,24280.25,0.20868028738783306,8410640000.0,24432.105178301445,-267569.89482212067,2.441793618648662,1.5867157411007627e+30
2561,24280.5,0.20141747407607588,8410640000.0,24434.17561410548,-267567.824385643,1.767224198309407,1.2119500181923903e+30
2561,24280.75,0.15725329706083196,8410640000.0,24435.42364933649,-267566.5763502121,2.0854663478483575,1.391268620973776e+30
2562,24281.0,0.1928012830849138,8410640000.0,24435.76818130873,-267566.23181915283,1.66312734600633,1.1521603405529969e+30
2562,24281.25,0.21634427879846047,8410640000.0,24437.24773720668,-267564.75226306915,1.5737088559869874,1.1003022275554912e+30
2562,24281.5,0.12067951188119316,8410640000.0,24437.473432805313,-267564.5265674591,1.5052814358790056,1.0602861526857627e+30
2562,24281.75,0.1659297798222922,8410640000.0,24437.730134694677,-267564.269865036,1.5540638301321372,1.0888441246703338e+30
2563,24282.0,0.18332513693975855,8410640000.0,24439.67102432097,-267562.3289756775,1.6292508576296958,1.1325697733422463e+30
2563,24282.25,0.17741226515665703,8410640000.0,24440.900612499157,-267561.0993871689,1.3615015432529045,9.751919698860636e+29
2563,24282.5,0.1636733260267727,8410640000.0,24441.420598100958,-267560.5794019699,1.566485184178408,1.096091755833342e+30
2563,24282.75,0.16569294152796182,8410640000.0,24442.65281928678,-267559.3471803665,1.3060394368520158,9.419732660436343e+29
2564,24283.0,0.17623561226102913,8410640000.0,24443.711232152116,-267558.28876781464,1.2244610333966128,8.92680008627185e+29
2564,24283.25,0.1343751723956752,8410640000.0,24444.0799318943,-267557.92006778717,1.3397188858962876,9.62172783062879e+29
2564,24283.5,0.2105937291157502,8410640000.0,24445.525170887417,-267556.4748287201,1.5546011632235273,1.0891578479081873e+30
2564,24283.75,0.23963978031242114,8410640000.0,24445.1913918213,-267556.8086080551,2.2368997191576114,1.474960638487523e+30
2565,24284.0,0.09016994446623564,8410640000.0,1.2174284967479472,-292000.7825717926,2.9820192657123994,1.874276697122596e+30
2565,24284.25,0.15284055453966908,8410640000.0,24447.874543255977,-267554.12545681,3.2096913728621623,1.9927878376468909e+30
2565,24284.5,0.20582421529341427,8410640000.0,24448.852169452795,-267553.14783096313,1.7320381541866963,1.1918077733841461e+30
2565,24284.75,0.2203070883770523,8410640000.0,24449.7611780235,-267552.23882198334,1.8287021708813347,1.2469838204284329e+30
2566,24285.0,0.05297699970792993,8410640000.0,7741.468825725893,-284260.5311746597,0.7412372113648616,5.875425801681494e+29
2566,24285.25,0.10311108144423986,8410640000.0,62211.18044554057,-229790.81955432892,1.8047552401411298,1.2333611407369984e+30
2566,24285.5,0.17106200194032506,8410640000.0,24452.109717871266,-267549.89028167725,1.6930632360335067,1.1694167702658042e+30
2566,24285.75,0.15841015519538434,8410640000.0,24453.105164324243,-267548.8948354721,1.3056256511486903,9.417245590549444e+29
2567,24286.0,0.13015231589707674,8410640000.0,1.4993633473946002,-292000.50063705444,2.457934608131016,1.5954514951205743e+30
2567,24286.25,0.07639222313722517,8410640000.0,32819.07888835571,-259182.92111206055,1.3072255912972035,9.426861345397162e+29
2567,24286.5,0.08589647138027129,8410640000.0,24456.215533767765,-267545.7844657898,1.528575150347893,1.073941596642793e+30
2567,24286.75,0.10345560093757462,8410640000.0,24456.163103573417,-267545.83689689636,1.623233398822623,1.1290828473618344e+30
2568,24287.0,0.1827170447253789,8410640000.0,24457.386629890418,-267544.6133699417,1.679736163527307,1.1617407640744258e+30
2568,24287.25,0.21455007632783946,8410640000.0,24458.509223383015,-267543.4907770157,2.0312991551773085,1.361089158669901e+30
2568,24287.5,0.1965153730766304,8410640000.0,24458.79077176095,-267543.2092285156,3.6561010886152405,2.2212127829900083e+30
2568,24287.75,0.21373307809370173,8410640000.0,24459.856504285086,-267542.1434955597,3.3320531180288855,2.0558981620175733e+30
2569,24288.0,0.22206840486430277,8410640000.0,24463.025400342798,-267538.97459983826,9.155175464985325,4.77306367824098e+30
2569,24288.25,0.18734645850104648,8410640000.0,24461.617372616576,-267540.3826274872,1.6377632774715352,1.1374987873238415e+30
2569,24288.5,0.315204328816006,8410640000.0,24462.368736780998,-267539.63126277924,2.8660398115957206,1.8133300161929623e+30
2569,24288.75,0.17977230399432456,8410640000.0,24464.006599549448,-267537.99340057373,1.3613052459626205,9.750748015519377e+29
2570,24289.0,0.22284089493769582,8410640000.0,24464.67213968615,-267537.32785987854,1.8324809604672585,1.2491307340464121e+30
2570,24289.25,0.1705436979883314,8410640000.0,24465.568606529992,-267536.43139362335,2.100896178568628,1.3998413803717997e+30
2570,24289.5,0.17167164819807668,8410640000.0,24466.23063290877,-267535.769367218,1.8947920137558099,1.2844275812045458e+30
2570,24289.75,0.2413651680893895,8410640000.0,24466.900172323913,-267535.0998277664,1.40001915971282,9.981289469413199e+29
2571,24290.0,0.10887167479396143,8410640000.0,24467.74148532859,-267534.2585144043,1.5611017268976726,1.092951788211786e+30
2571,24290.25,0.1447427984765773,8410640000.0,24468.914144671708,-267533.085855484,1.3862501494928179,9.899418241215337e+29
2571,24290.5,0.20564792836387816,8410640000.0,24469.26439476386,-267532.73560523987,2.5628701636384914,1.65201444016987e+30
2571,24290.75,0.13372617507949527,8410640000.0,24469.80484897496,-267532.19515132904,1.784430939237464,1.221775621811428e+30
2572,24291.0,0.09839448344685824,8410640000.0,63626.67123142093,-228375.32876873016,3.51856524009881,2.1513595967636026e+30
2572,24291.25,0.23205556168541577,8410640000.0,24471.748840995526,-267530.2511587143,1.7277286122496647,1.1893361132617557e+30
2572,24291.5,0.11682250038740852,8410640000.0,24472.865686466477,-267529.1343135834,1.3526533531790883,9.69907749653779e+29
2572,24291.75,0.14902457017913512,8410640000.0,24473.56675352003,-267528.43324661255,1.86116061628317,1.2654011159394576e+30
2573,24292.0,0.19377459633064645,8410640000.0,24473.603509591827,-267528.39649009705,11.074559615429546,5.593458101561762e+30
2573,24292.25,0.1495855647650877,8410640000.0,24475.38643109222,-267526.61356925964,1.553010530161163,1.088229100447716e+30
2573,24292.5,0.1464640644040601,8410640000.0,24475.565147129946,-267526.4348526001,1.920413411027249,1.298884726490772e+30
2573,24292.75,0.139033891983373,8410640000.0,1.0626332489690284,-292000.9373664856,1.0689976605150355,7.971785977912667e+29
2574,24293.0,0.08716534026045573,8410640000.0,24476.11772164389,-267525.8822784424,1.3591178149804153,9.737689502843632e+29
2574,24293.25,0.1350175000172169,8410640000.0,24478.360181716416,-267523.6398181915,1.445744176129521,1.0252219073353359e+30
2574,24293.5,0.1343989260800555,8410640000.0,24478.469207636455,-267523.5307922363,5.750227056686107,3.2395087926219137e+30
2574,24293.75,0.11092743629412458,8410640000.0,24479.56527293407,-267522.4347267151,1.5536797824345405,1.0886198864057473e+30
2575,24294.0,0.07566932607471714,8410640000.0,24479.812223921243,-267522.1877756119,1.028973731122242,7.722274607722505e+29
2575,24294.25,0.19010358884827225,8410640000.0,24480.451738472668,-267521.54826164246,1.6869549958783485,1.1658998564110504e+30
2575,24294.5,0.058949338305801825,8410640000.0,0.5169163461988387,-292001.483083725,0.418971007537551,3.652259640876692e+29
2575,24294.75,0.0675407908444463,8410640000.0,0.6542112975824225,-292001.3457889557,0.549005902522194,4.574979786784849e+29
2576,24295.0,0.09392057832515202,8410640000.0,1.2594013907066863,-292000.7405986786,1.1035838985032718,8.186145591714227e+29
2576,24295.25,0.04566553543152802,8410640000.0,0.6884783875251012,-292001.31152153015,0.5289301023834032,4.43513562581507e+29
2576,24295.5,0.10775686665935856,8410640000.0,24483.337599721104,-267518.66240024567,1.064549765313042,7.944135478576114e+29
2576,24295.75,0.10904852380847663,8410640000.0,24484.096417151504,-267517.90358257294,2.6069321822253153,1.6756492353625434e+30
2577,24296.0,0.14269626794030252,8410640000.0,24485.06279990275,-267516.93720054626,1.1367882063547299,8.390888838275643e+29
2577,24296.25,0.036645748533129456,8410640000.0,-2.430012516137866,-292004.43001270294,0.3753355257678558,3.332407183962289e+29
2577,24296.5,0.20704379128245326,8410640000.0,24485.829004073217,-267516.1709957123,1.9236084919397691,1.300685322636951e+30
2577,24296.75,0.17915344640777642,8410640000.0,24487.005545152017,-267514.99445438385,1.686688143366924,1.1657461636099966e+30
2578,24297.0,0.19090632738517876,8410640000.0,24487.934167147687,-267514.06583309174,1.9447545304851117,1.312589708377001e+30
2578,24297.25,0.16033041082818458,8410640000.0,24488.639736959132,-267513.3602628708,2.203631451113282,1.4566575695180526e+30
2578,24297.5,0.06503134725044452,8410640000.0,-63548.94842656119,-355550.94842624664,1.0005021822744757,7.543797726596326e+29
2578,24297.75,0.19324012411536698,8410640000.0,24489.71675731326,-267512.28324222565,1.7452700094960503,1.199390274887052e+30
2579,24298.0,0.2256556653987259,8410640000.0,24490.717267022443,-267511.28273296356,1.5873360585615346,1.1082363813980951e+30
2579,24298.25,0.3367469937330669,8410640000.0,24491.41520364119,-267510.58479595184,3.337433769312209,2.0586643702745792e+30
2579,24298.5,0.4577936370807193,8410640000.0,24491.620410440664,-267510.3795900345,1.9334785542899358,1.3062444783180895e+30
2579,24298.75,0.4141378458164526,8410640000.0,24492.62126691127,-267509.3787326813,1.7928105564660586,1.2265549292651924e+30
2580,24299.0,0.2714829089637836,8410640000.0,24494.321914774668,-267507.67808532715,1.615452766059389,1.1245710220545902e+30
2580,24299.25,0.22141783335553766,8410640000.0,24494.595356447997,-267507.40464401245,1.6162180669065058,1.1250149642545137e+30
2580,24299.5,0.26145434794114375,8410640000.0,24495.664463553356,-267506.3355360031,2.1167523079573036,1.4086400647229217e+30
2580,24299.75,0.18270031132242032,8410640000.0,24496.396713145234,-267505.60328674316,2.1062778649121126,1.4028289548945912e+30
2581,24300.0,0.11985485895247726,8410640000.0,24496.34973457156,-267505.65026569366,1.4007531493169374,9.98565003038959e+29
2581,24300.25,0.13299187348742952,8410640000.0,24496.615764511764,-267505.3842353821,2.4028811927244003,1.5656159965315947e+30
2581,24300.5,0.2937341353035722,8410640000.0,24497.698234136817,-267504.3017654419,1.8503171943600123,1.2592544338239902e+30
2581,24300.75,0.19929646942271873,8410640000.0,24498.963002547058,-267503.0369977951,1.7533396711677065,1.2040098805770443e+30
2582,24301.0,0.07326073325757394,8410640000.0,-79307.08734964574,-371309.08734989166,1.051452430553125,7.862603208153802e+29
2582,24301.25,0.1599129314717774,8410640000.0,24500.2492559126,-267501.75074386597,6.671223983470933,3.666454247753534e+30
2582,24301.5,0.15834928070360574,8410640000.0,24500.18753332156,-267501.8124666214,1.3056977377025683,9.417678878131838e+29
2582,24301.75,0.11250006123463868,8410640000.0,24500.137018450092,-267501.86298179626,2.3463725417772676,1.534873099445711e+30
2583,24302.0,0.0904346816440031,8410640000.0,24501.08944954465,-267500.9105501175,1.2393426196572224,9.017119438014228e+29
2583,24302.25,0.11217152933012195,8410640000.0,24500.4382505972,-267501.5617494583,4.87530484886601,2.823209774655368e+30
2583,24302.5,0.11754267515239031,8410640000.0,24502.22040075291,-267499.77959918976,1.8333166385695823,1.2496054236251213e+30
2583,24302.75,0.1769106812548895,8410640000.0,24503.72119929217,-267498.27880096436,2.6205116677022477,1.682919785414858e+30
2584,24303.0,0.06734568768917554,8410640000.0,-6497.043233852947,-298499.04323387146,1.2555095013003408,9.115034943410913e+29
2584,24303.25,0.10094011393423444,8410640000.0,0.8987655555949801,-292001.10123443604,0.77269542614728,6.082497691564953e+29
2584,24303.5,0.09179477249980827,8410640000.0,0.9298667079339779,-292001.0701332092,1.7584496790690416,1.2069333526306292e+30
2584,24303.75,0.09450540386457985,8410640000.0,24505.408104805854,-267496.59189510345,1.5703739339950824,1.098358798067702e+30
2585,24304.0,0.1471445997422653,8410640000.0,24506.24808972735,-267495.75191020966,2.2349654565309653,1.4738977213375044e+30
2585,24304.25,0.19120881574715823,8410640000.0,24506.481508637517,-267495.518491745,4.003677544813269,2.395838714312147e+30
2585,24304.5,0.0859571655196649,8410640000.0,24507.25076403606,-267494.7492361069,0.8638677501061799,6.674945424943935e+29
2585,24304.75,0.07239774062184956,8410640000.0,1.0469580857702803,-292000.95304203033,1.2777322470858101,9.249286124971615e+29
2586,24305.0,0.057457307514523784,8410640000.0,27593.701957371944,-264408.29804229736,0.13471613816772032,1.4188114634049756e+29
2586,24305.25,0.08648975969949388,8410640000.0,1.1560583418764139,-292000.84394168854,1.6075112942371699,1.1199621930463181e+30
2586,24305.5,0.09331849845538023,8410640000.0,24509.514249167376,-267492.48575115204,1.5100811077995975,1.0631027218489408e+30
2586,24305.75,0.11894958374287203,8410640000.0,1.0220529961142097,-292000.9779472351,1.3240307837197025,9.527743796181388e+29
2587,24306.0,0.09932015397625897,8410640000.0,24509.934406592514,-267492.0655937195,1.2808473820104846,9.268073920044276e+29
2587,24306.25,0.08851909171073308,8410640000.0,60490.20056205911,-231511.7994375229,1.1676173855744638,8.580095642181199e+29
2587,24306.5,0.07943576049538226,8410640000.0,1.1396994667837559,-292000.8603000641,1.3944022930831623,9.947907578084808e+29
2587,24306.75,0.06511277505803553,8410640000.0,24512.363355247126,-267489.6366443634,1.3832030216359466,9.881281589564227e+29
2588,24307.0,0.10143370496448426,8410640000.0,1.0043067808434798,-292000.9956932068,0.8591130730806809,6.644315931840667e+29
2588,24307.25,0.08340508809063395,8410640000.0,0.7389064688304962,-292001.26109313965,0.6681124584474722,5.3882736448567484e+29
2588,24307.5,0.18158960592100726,8410640000.0,24513.3256954973,-267488.67430496216,1.994832739242833,1.3406962899121907e+30
2588,24307.75,0.07831224084640526,8410640000.0,0.9084346617388322,-292001.09156513214,0.8454747330533754,6.556300679156459e+29
2589,24308.0,0.15463199131705,8410640000.0,24514.111903359746,-267487.8880968094,1.5856189250653643,1.107237243343286e+30
2589,24308.25,0.10041085790618008,8410640000.0,24514.387761368984,-267487.612238884,5.298024803345497,3.0257751896842457e+30
2589,24308.5,0.06926848435653483,8410640000.0,0.7952239051958597,-292001.20477581024,0.6914730728727942,5.5448235285179844e+29
2589,24308.75,0.2114867049983495,8410640000.0,24515.65575756941,-267486.34424209595,2.8423537718252394,1.8008330153340076e+30
2590,24309.0,0.15451698578190648,8410640000.0,24515.761030267935,-267486.23896980286,2.6861108000009946,1.717954289026554e+30
2590,24309.25,0.18577422677941463,8410640000.0,24516.724206368075,-267485.27579402924,1.2092843320268498,8.834500978865577e+29
